COMPOUND,YEAR,STATE_CODE,COUNTY_CODE,LOW_ESTIMATE,HIGH_ESTIMATE,COUNTY,STATE
Copper,2014,25,023,16.1,16.1,Katingan,Kalimantan Tengah
Copper,2014,25,027,136.4,136.4,Palangka Raya,Kalimantan Tengah
Copper,2014,26,001,0.8,11.9,Hulu Sungai Selatan,Kalimantan Selatan
Copper,2014,26,005,3135.4,3135.4,Hulu Sungai Utara,Kalimantan Selatan
Copper,2014,26,009,672.5,693.4,Hulu Sungai Tengah,Kalimantan Selatan
Copper,2014,26,015,29.6,55.7,Kotabaru,Kalimantan Selatan
Copper,2014,26,017,54.2,324.8,Tapin,Kalimantan Selatan
Copper,2014,26,027,1263.9,1263.9,Banjarbaru,Kalimantan Selatan
Copper,2014,26,031,2.0,2.0,Tanah Bumbu,Kalimantan Selatan
Copper,2014,26,037,53.2,180.9,Banjarmasin,Kalimantan Selatan
Copper,2014,26,069,1.5,1.8,Barito Kuala,Kalimantan Selatan
Copper,2014,27,001,2.7,2.2,Kutai Barat,Kalimantan Timur
Copper,2014,27,003,12.9,10.4,Samarinda,Kalimantan Timur
Copper,2014,27,009,1.0,0.8,Mahakam Ulu,Kalimantan Timur
Copper,2014,27,017,0.0,0.0,Kutai Kartanegara,Kalimantan Timur
Copper,2014,29,017,1.9,1.9,Kepulauan Sangihe,Sulawesi Utara
Copper,2014,29,019,1.3,1.3,Bolaang Mongondow Selatan,Sulawesi Utara
Copper,2014,29,031,3.6,3.6,Manado,Sulawesi Utara
Copper,2014,31,007,31.1,31.1,Bone,Sulawesi Selatan
Copper,2014,31,029,1325.8,1325.8,Pangkep,Sulawesi Selatan
Copper,2014,31,031,218.7,218.7,Luwu Timur,Sulawesi Selatan
Copper,2014,31,049,6.5,6.5,Gowa,Sulawesi Selatan
Copper,2014,31,069,11.3,11.3,Luwu,Sulawesi Selatan
Copper,2014,32,001,,3.3,Wakatobi,Sulawesi Tenggara
Copper,2014,32,003,0.0,0.0,Kolaka Utara,Sulawesi Tenggara
Copper,2014,32,019,1.8,1.8,Buton,Sulawesi Tenggara
Copper,2014,33,001,3.1,2.9,Gorontalo,Gorontalo
Copper,2014,33,003,3.5,3.3,Pohuwato,Gorontalo
Copper,2014,33,005,7.0,6.6,Boalemo,Gorontalo
Copper,2014,33,007,4.8,4.5,Bone Bolango,Gorontalo
Copper,2014,33,015,54.3,51.3,Gorontalo Utara,Gorontalo
Copper,2014,34,001,8.4,7.9,Mamasa,Sulawesi Barat
Copper,2014,34,003,0.0,0.0,Mamuju,Sulawesi Barat
Copper,2014,34,005,11.8,11.1,Pasangkayu,Sulawesi Barat
Copper,2014,34,009,1.0,0.9,Majene,Sulawesi Barat
Copper,2014,34,013,0.0,0.0,Polewali Mandar,Sulawesi Barat
Copper,2014,35,001,0.9,0.9,Ambon,Maluku
Copper,2014,35,061,0.3,0.3,Maluku Tengah,Maluku
Copper,2014,36,001,,12.5,Morotai,Maluku Utara
Copper,2014,36,003,3.8,3.8,Halmahera Timur,Maluku Utara
Copper,2014,36,007,,4.7,Tidore,Maluku Utara
Copper,2014,36,013,21.7,21.7,Halmahera Barat,Maluku Utara
Copper,2014,36,017,,8.6,Ternate,Maluku Utara
Copper,2014,36,021,147.5,147.5,Kepulauan Sula,Maluku Utara
Copper,2014,36,027,35.3,35.3,Halmahera Selatan,Maluku Utara
Copper,2014,36,049,0.5,0.5,Halmahera Tengah,Maluku Utara
Copper,2014,37,005,,1.1,Pegunungan Bintang,Papua
Copper,2014,37,007,2.4,2.4,Jayapura,Papua
Copper,2014,37,017,0.5,0.5,Paniai,Papua
Copper,2014,37,021,4.0,4.0,Mimika,Papua
Copper,2014,37,023,2.6,2.6,Merauke,Papua
Copper,2014,37,025,19.2,19.2,Waropen,Papua
Copper,2014,37,027,,0.7,Keerom,Papua
Copper,2014,37,045,1.2,1.2,Tolikara,Papua
Copper,2014,37,061,37.9,37.9,Puncak Jaya,Papua
Copper,2014,37,071,28.8,28.8,Biak Numfor,Papua
Copper,2014,39,003,0.0,0.0,Boven Digoel,Papua Selatan
Copper,2014,41,001,216.9,216.9,Jayawijaya,Papua Pegunungan
Copper,2014,41,005,1299.1,1360.6,Nduga,Papua Pegunungan
Copper,2014,41,011,11.3,12.1,Lanny Jaya,Papua Pegunungan
Copper,2014,41,029,52.9,1640.7,Mamberamo Raya,Papua Pegunungan
Copper Hydroxide,2014,01,001,23.1,75.3,Gayo Lues,Aceh
Copper Hydroxide,2014,01,003,14.9,15.0,Aceh Singkil,Aceh
Copper Hydroxide,2014,01,005,6.1,6.1,Aceh Besar,Aceh
Copper Hydroxide,2014,01,007,0.5,0.5,Bireuen,Aceh
Copper Hydroxide,2014,01,011,,4.4,Aceh Barat,Aceh
Copper Hydroxide,2014,01,015,1.8,1.8,Aceh Barat Daya,Aceh
Copper Hydroxide,2014,01,017,0.6,0.6,Aceh Selatan,Aceh
Copper Hydroxide,2014,01,019,5.9,5.9,Aceh Tamiang,Aceh
Copper Hydroxide,2014,01,021,38.4,38.4,Lhokseumawe,Aceh
Copper Hydroxide,2014,01,023,1.6,1.6,Pidie Jaya,Aceh
Copper Hydroxide,2014,01,025,2.6,2.7,Subulussalam,Aceh
Copper Hydroxide,2014,01,041,3.6,3.6,Aceh Jaya,Aceh
Copper Hydroxide,2014,01,055,27.5,27.5,Nagan Raya,Aceh
Copper Hydroxide,2014,01,065,2.0,4.7,Simeulue,Aceh
Copper Hydroxide,2014,01,067,11.3,11.3,Pidie,Aceh
Copper Hydroxide,2014,01,097,20.8,20.9,Langsa,Aceh
Copper Hydroxide,2014,01,101,2.3,3.0,Bener Meriah,Aceh
Copper Hydroxide,2014,04,001,89.6,93.8,Pesisir Selatan,Sumatera Barat
Copper Hydroxide,2014,04,003,174.2,270.4,Solok,Sumatera Barat
Copper Hydroxide,2014,04,005,22.8,24.6,Agam,Sumatera Barat
Copper Hydroxide,2014,04,007,0.8,1.0,Pasaman,Sumatera Barat
Copper Hydroxide,2014,04,009,30.0,68.9,Solok Selatan,Sumatera Barat
Copper Hydroxide,2014,04,011,13.5,14.7,Kota Padang,Sumatera Barat
Copper Hydroxide,2014,04,015,8.1,10.4,Lima Puluh Koto,Sumatera Barat
Copper Hydroxide,2014,04,019,9.0,25.7,Padang Pariaman,Sumatera Barat
Copper Hydroxide,2014,04,023,38.2,44.0,Kota Bukittinggi,Sumatera Barat
Copper Hydroxide,2014,04,025,46.7,62.4,Pasaman Barat,Sumatera Barat
Copper Hydroxide,2014,06,001,280.0,280.0,Sarolangun,Jambi
Copper Hydroxide,2014,06,005,464.8,464.8,Bungo,Jambi
Copper Hydroxide,2014,06,007,121078.0,121078.0,Merangin,Jambi
Copper Hydroxide,2014,06,011,10263.8,10263.8,Tanjung Jabung Barat,Jambi
Copper Hydroxide,2014,06,013,640.0,640.0,Kota Jambi,Jambi
Copper Hydroxide,2014,06,019,92101.4,92101.4,Batanghari,Jambi
Copper Hydroxide,2014,06,025,2300.5,2300.5,Kota Sungai Penuh,Jambi
Copper Hydroxide,2014,06,041,39.3,39.3,Kerinci,Jambi
Copper Hydroxide,2014,08,001,,227.4,Pagar Alam,Sumatera Selatan
Copper Hydroxide,2014,08,003,149.0,149.0,Ogan Komering Ulu,Sumatera Selatan
Copper Hydroxide,2014,08,005,,0.0,Lahat,Sumatera Selatan
Copper Hydroxide,2014,08,007,0.0,0.0,Ogan Komering Ulu Selatan,Sumatera Selatan
Copper Hydroxide,2014,08,021,0.0,0.0,Prabumulih,Sumatera Selatan
Copper Hydroxide,2014,08,061,,197.6,Lubuklinggau,Sumatera Selatan
Copper Hydroxide,2014,09,001,29.9,38.3,Kaur,Bengkulu
Copper Hydroxide,2014,09,003,221.4,297.4,Bengkulu Tengah,Bengkulu
Copper Hydroxide,2014,09,007,52.6,84.5,Mukomuko,Bengkulu
Copper Hydroxide,2014,09,011,49.7,61.5,Kepahiang,Bengkulu
Copper Hydroxide,2014,10,001,1805.1,1805.3,Way Kanan,Lampung
Copper Hydroxide,2014,10,003,9.9,9.9,Lampung Timur,Lampung
Copper Hydroxide,2014,10,005,6069.9,6070.4,Bandar Lampung,Lampung
Copper Hydroxide,2014,12,001,472.8,534.6,Bangka Tengah,Kepulauan Bangka Belitung
Copper Hydroxide,2014,12,003,62.1,67.2,Bangka Selatan,Kepulauan Bangka Belitung
Copper Hydroxide,2014,12,005,,2.1,Bangka Barat,Kepulauan Bangka Belitung
Copper Hydroxide,2014,12,007,43.3,46.8,Belitung,Kepulauan Bangka Belitung
Copper Hydroxide,2014,12,017,177.0,185.9,Belitung Timur,Kepulauan Bangka Belitung
Copper Hydroxide,2014,12,019,29.7,32.1,Kota Pangkal Pinang,Kepulauan Bangka Belitung
Copper Hydroxide,2014,12,027,39124.8,39185.1,Bangka,Kepulauan Bangka Belitung
Copper Hydroxide,2014,13,001,209.6,209.6,Natuna,Kepulauan Riau
Copper Hydroxide,2014,13,003,56.8,60.9,Kepulauan Anambas,Kepulauan Riau
Copper Hydroxide,2014,13,011,0.6,0.6,Lingga,Kepulauan Riau
Copper Hydroxide,2014,13,021,7.8,12.8,Karimun,Kepulauan Riau
Copper Hydroxide,2014,13,027,1126.7,1160.8,Bintan,Kepulauan Riau
Copper Hydroxide,2014,13,037,,68.0,Batam,Kepulauan Riau
Copper Hydroxide,2014,16,001,52.6,55.1,Karawang,Jawa Barat
Copper Hydroxide,2014,16,003,1.0,1.0,Cimahi,Jawa Barat
Copper Hydroxide,2014,16,005,149.0,149.0,Tasikmalaya,Jawa Barat
Copper Hydroxide,2014,16,007,15.7,15.7,Bandung,Jawa Barat
Copper Hydroxide,2014,16,011,1241.3,1241.3,Garut,Jawa Barat
Copper Hydroxide,2014,16,013,7.2,7.2,Subang,Jawa Barat
Copper Hydroxide,2014,16,015,,0.2,Bogor,Jawa Barat
Copper Hydroxide,2014,16,017,0.3,0.8,Pangandaran,Jawa Barat
Copper Hydroxide,2014,16,019,425.6,425.6,Kuningan,Jawa Barat
Copper Hydroxide,2014,16,023,11.5,11.5,Cirebon,Jawa Barat
Copper Hydroxide,2014,16,027,751.9,831.9,Majalengka,Jawa Barat
Copper Hydroxide,2014,16,037,32.5,32.5,Bekasi,Jawa Barat
Copper Hydroxide,2014,16,055,64.3,65.0,Sukabumi,Jawa Barat
Copper Hydroxide,2014,16,067,86.0,86.0,Depok,Jawa Barat
Copper Hydroxide,2014,17,001,3.7,10.4,Banyumas,Jawa Tengah
Copper Hydroxide,2014,17,003,0.9,1.2,Pemalang,Jawa Tengah
Copper Hydroxide,2014,17,005,4.0,15.2,Demak,Jawa Tengah
Copper Hydroxide,2014,17,007,10.9,14.4,Tegal,Jawa Tengah
Copper Hydroxide,2014,17,011,5.3,5.8,Pekalongan,Jawa Tengah
Copper Hydroxide,2014,17,015,16.1,31.6,Cilacap,Jawa Tengah
Copper Hydroxide,2014,17,019,8.0,10.7,Karanganyar,Jawa Tengah
Copper Hydroxide,2014,17,027,3.4,4.3,Magelang,Jawa Tengah
Copper Hydroxide,2014,17,029,11.4,11.7,Semarang,Jawa Tengah
Copper Hydroxide,2014,17,031,23.2,24.3,Blora,Jawa Tengah
Copper Hydroxide,2014,17,035,1.9,2.9,Sukoharjo,Jawa Tengah
Copper Hydroxide,2014,17,037,41.3,44.1,Klaten,Jawa Tengah
Copper Hydroxide,2014,17,039,30.8,31.4,Rembang,Jawa Tengah
Copper Hydroxide,2014,17,043,1.2,1.3,Grobogan,Jawa Tengah
Copper Hydroxide,2014,17,049,3.2,4.2,Sragen,Jawa Tengah
Copper Hydroxide,2014,17,053,0.2,0.3,Kebumen,Jawa Tengah
Copper Hydroxide,2014,17,075,7.4,7.7,Salatiga,Jawa Tengah
Copper Hydroxide,2014,17,091,58.8,60.9,Kudus,Jawa Tengah
Copper Hydroxide,2014,17,093,19.6,20.2,Wonogiri,Jawa Tengah
Copper Hydroxide,2014,17,117,4.2,32.0,Surakarta (Solo),Jawa Tengah
Copper Hydroxide,2014,17,159,2.2,3.0,Pati,Jawa Tengah
Copper Hydroxide,2014,18,001,48.2,48.2,Yogyakarta,DI Yogyakarta
Copper Hydroxide,2014,18,003,82.0,82.0,Kulon Progo,DI Yogyakarta
Copper Hydroxide,2014,18,005,4.3,73.2,Bantul,DI Yogyakarta
Copper Hydroxide,2014,18,037,7.0,8.0,Sleman,DI Yogyakarta
Copper Hydroxide,2014,19,001,3.3,3.9,Trenggalek,Jawa Timur
Copper Hydroxide,2014,19,005,2.0,2.9,Bangkalan,Jawa Timur
Copper Hydroxide,2014,19,007,0.4,0.6,Banyuwangi,Jawa Timur
Copper Hydroxide,2014,19,011,0.3,0.3,Mojokerto,Jawa Timur
Copper Hydroxide,2014,19,017,1.0,1.2,Probolinggo,Jawa Timur
Copper Hydroxide,2014,19,023,0.0,0.0,Sumenep,Jawa Timur
Copper Hydroxide,2014,19,031,0.1,0.1,Bondowoso,Jawa Timur
Copper Hydroxide,2014,19,039,1.6,1.7,Sidoarjo,Jawa Timur
Copper Hydroxide,2014,19,055,1.8,2.5,Surabaya,Jawa Timur
Copper Hydroxide,2014,19,071,1.1,1.7,Situsbondowoso,Jawa Timur
Copper Hydroxide,2014,19,105,0.2,0.2,Blitar,Jawa Timur
Copper Hydroxide,2014,20,001,8.3,8.3,Serang,Banten
Copper Hydroxide,2014,20,005,10.0,10.0,Pandeglang,Banten
Copper Hydroxide,2014,20,015,21.6,21.6,Cilegon,Banten
Copper Hydroxide,2014,21,001,3.3,3.3,Tabanan,Bali
Copper Hydroxide,2014,21,003,3.4,3.4,Gianyar,Bali
Copper Hydroxide,2014,21,009,7.4,7.4,Bangli,Bali
Copper Hydroxide,2014,21,013,26.4,26.4,Badung,Bali
Copper Hydroxide,2014,21,015,8.0,8.0,Denpasar,Bali
Copper Hydroxide,2014,21,017,2.3,2.3,Buleleng,Bali
Copper Hydroxide,2014,21,023,4.1,4.1,Klungkung,Bali
Copper Hydroxide,2014,21,033,14.3,14.8,Karangasem,Bali
Copper Hydroxide,2014,23,001,110.5,74.0,Rote Ndao,Nusa Tenggara Timur
Copper Hydroxide,2014,23,003,2085.1,2074.1,Alor,Nusa Tenggara Timur
Copper Hydroxide,2014,23,005,39.8,27.2,Manggarai,Nusa Tenggara Timur
Copper Hydroxide,2014,23,007,11.8,7.9,Kupang,Nusa Tenggara Timur
Copper Hydroxide,2014,23,009,17.1,12.0,Manggarai Barat,Nusa Tenggara Timur
Copper Hydroxide,2014,23,011,133.7,88.3,Timor Tengah Selatan,Nusa Tenggara Timur
Copper Hydroxide,2014,23,013,7.4,4.9,Belu,Nusa Tenggara Timur
Copper Hydroxide,2014,23,017,83.5,55.4,Timor Tengah Utara,Nusa Tenggara Timur
Copper Hydroxide,2014,23,019,117.4,381.4,Sikka,Nusa Tenggara Timur
Copper Hydroxide,2014,23,021,8.9,80.5,Flores Timur,Nusa Tenggara Timur
Copper Hydroxide,2014,24,001,7.8,7.8,Ketapang,Kalimantan Barat
Copper Hydroxide,2014,24,003,18.0,18.0,Landak,Kalimantan Barat
Copper Hydroxide,2014,24,005,26.0,25.0,Sanggau,Kalimantan Barat
Copper Hydroxide,2014,24,009,20.5,20.5,Kubu Raya,Kalimantan Barat
Copper Hydroxide,2014,24,013,185.8,185.8,Sambas,Kalimantan Barat
Copper Hydroxide,2014,24,015,116.8,116.9,Melawi,Kalimantan Barat
Copper Hydroxide,2014,24,019,590.9,590.9,Pontianak,Kalimantan Barat
Copper Hydroxide,2014,24,023,3.9,3.9,Sintang,Kalimantan Barat
Copper Hydroxide,2014,24,029,81.5,81.8,Mempawah,Kalimantan Barat
Copper Hydroxide,2014,24,031,93.6,93.1,Singkawang,Kalimantan Barat
Copper Hydroxide,2014,24,039,6.4,6.5,Kapuas Hulu,Kalimantan Barat
Copper Hydroxide,2014,25,001,15.5,18.5,Barito Utara,Kalimantan Tengah
Copper Hydroxide,2014,25,003,62.0,67.6,Seruyan,Kalimantan Tengah
Copper Hydroxide,2014,25,005,149.2,168.4,Barito Selatan,Kalimantan Tengah
Copper Hydroxide,2014,25,007,12.2,12.4,Pulang Pisau,Kalimantan Tengah
Copper Hydroxide,2014,25,009,104.9,120.7,Lamandau,Kalimantan Tengah
Copper Hydroxide,2014,25,011,371.6,399.7,Kapuas,Kalimantan Tengah
Copper Hydroxide,2014,25,023,95.2,99.0,Katingan,Kalimantan Tengah
Copper Hydroxide,2014,25,027,520.4,629.2,Palangka Raya,Kalimantan Tengah
Copper Hydroxide,2014,26,001,2.8,3.0,Hulu Sungai Selatan,Kalimantan Selatan
Copper Hydroxide,2014,26,003,0.1,0.1,Tanah Laut,Kalimantan Selatan
Copper Hydroxide,2014,26,005,272.8,272.8,Hulu Sungai Utara,Kalimantan Selatan
Copper Hydroxide,2014,26,009,946.9,966.7,Hulu Sungai Tengah,Kalimantan Selatan
Copper Hydroxide,2014,26,015,51.5,54.3,Kotabaru,Kalimantan Selatan
Copper Hydroxide,2014,26,017,333.5,341.0,Tapin,Kalimantan Selatan
Copper Hydroxide,2014,26,027,255.0,255.0,Banjarbaru,Kalimantan Selatan
Copper Hydroxide,2014,26,031,19.5,22.1,Tanah Bumbu,Kalimantan Selatan
Copper Hydroxide,2014,26,037,118.1,128.4,Banjarmasin,Kalimantan Selatan
Copper Hydroxide,2014,26,069,15.4,16.4,Barito Kuala,Kalimantan Selatan
Copper Hydroxide,2014,27,001,4.3,8.0,Kutai Barat,Kalimantan Timur
Copper Hydroxide,2014,27,003,22.9,24.9,Samarinda,Kalimantan Timur
Copper Hydroxide,2014,27,005,,277.2,Kutai Timur,Kalimantan Timur
Copper Hydroxide,2014,27,009,144.7,155.4,Mahakam Ulu,Kalimantan Timur
Copper Hydroxide,2014,27,013,494.2,495.0,Paser,Kalimantan Timur
Copper Hydroxide,2014,27,015,3.0,4.2,Penajam Paser Utara,Kalimantan Timur
Copper Hydroxide,2014,27,017,1.6,3.5,Kutai Kartanegara,Kalimantan Timur
Copper Hydroxide,2014,27,033,461.1,461.1,Balikpapan,Kalimantan Timur
Copper Hydroxide,2014,29,001,2.3,2.9,Bitung,Sulawesi Utara
Copper Hydroxide,2014,29,003,12.7,14.8,Tomohon,Sulawesi Utara
Copper Hydroxide,2014,29,013,9.2,11.9,Kepulauan Talaud,Sulawesi Utara
Copper Hydroxide,2014,29,019,2.1,3.2,Bolaang Mongondow Selatan,Sulawesi Utara
Copper Hydroxide,2014,29,023,1.4,1.6,Minahasa Utara,Sulawesi Utara
Copper Hydroxide,2014,29,031,6.9,8.2,Manado,Sulawesi Utara
Copper Hydroxide,2014,29,095,3.0,3.7,Minahasa Selatan,Sulawesi Utara
Copper Hydroxide,2014,30,001,124.1,124.1,Morowali,Sulawesi Tengah
Copper Hydroxide,2014,30,007,,156.4,Buol,Sulawesi Tengah
Copper Hydroxide,2014,30,009,0.9,0.9,Palu,Sulawesi Tengah
Copper Hydroxide,2014,30,013,,0.9,Tojo Una-Una,Sulawesi Tengah
Copper Hydroxide,2014,30,027,,8.6,Sigi,Sulawesi Tengah
Copper Hydroxide,2014,31,007,17.0,17.0,Bone,Sulawesi Selatan
Copper Hydroxide,2014,31,029,8074.8,8074.8,Pangkep,Sulawesi Selatan
Copper Hydroxide,2014,31,031,1269.6,1269.6,Luwu Timur,Sulawesi Selatan
Copper Hydroxide,2014,31,049,3.6,3.6,Gowa,Sulawesi Selatan
Copper Hydroxide,2014,31,069,6.2,6.2,Luwu,Sulawesi Selatan
Copper Hydroxide,2014,32,001,40.3,40.3,Wakatobi,Sulawesi Tenggara
Copper Hydroxide,2014,32,003,17.4,17.4,Kolaka Utara,Sulawesi Tenggara
Copper Hydroxide,2014,32,005,0.1,0.1,Muna,Sulawesi Tenggara
Copper Hydroxide,2014,32,013,68.6,68.6,Baubau,Sulawesi Tenggara
Copper Hydroxide,2014,32,019,426.2,426.2,Buton,Sulawesi Tenggara
Copper Hydroxide,2014,32,027,0.8,0.8,Kendari,Sulawesi Tenggara
Copper Hydroxide,2014,33,001,15.9,13.9,Gorontalo,Gorontalo
Copper Hydroxide,2014,33,003,14.6,12.3,Pohuwato,Gorontalo
Copper Hydroxide,2014,33,005,23.7,19.0,Boalemo,Gorontalo
Copper Hydroxide,2014,33,007,15.3,12.0,Bone Bolango,Gorontalo
Copper Hydroxide,2014,33,015,157.6,121.0,Gorontalo Utara,Gorontalo
Copper Hydroxide,2014,34,001,166.7,161.0,Mamasa,Sulawesi Barat
Copper Hydroxide,2014,34,003,3.1,4.8,Mamuju,Sulawesi Barat
Copper Hydroxide,2014,34,005,364.3,385.2,Pasangkayu,Sulawesi Barat
Copper Hydroxide,2014,34,009,50.6,50.0,Majene,Sulawesi Barat
Copper Hydroxide,2014,34,013,0.3,0.7,Polewali Mandar,Sulawesi Barat
Copper Hydroxide,2014,35,001,0.6,1.4,Ambon,Maluku
Copper Hydroxide,2014,35,005,53.4,53.4,Tual,Maluku
Copper Hydroxide,2014,35,009,325.8,325.8,Seram Bagian Barat,Maluku
Copper Hydroxide,2014,35,013,1024.8,1024.8,Maluku Utara,Maluku
Copper Hydroxide,2014,35,015,87.8,87.8,Maluku Tenggara,Maluku
Copper Hydroxide,2014,35,017,0.0,0.0,Seram Bagian Timur,Maluku
Copper Hydroxide,2014,35,019,1.7,1.7,Bacan,Maluku
Copper Hydroxide,2014,35,035,60.3,60.3,Buru,Maluku
Copper Hydroxide,2014,35,061,0.2,0.7,Maluku Tengah,Maluku
Copper Hydroxide,2014,36,001,151.8,179.8,Morotai,Maluku Utara
Copper Hydroxide,2014,36,003,54.7,56.1,Halmahera Timur,Maluku Utara
Copper Hydroxide,2014,36,007,8.2,18.5,Tidore,Maluku Utara
Copper Hydroxide,2014,36,013,928.2,946.9,Halmahera Barat,Maluku Utara
Copper Hydroxide,2014,36,017,0.0,26.7,Ternate,Maluku Utara
Copper Hydroxide,2014,36,021,537.5,544.8,Kepulauan Sula,Maluku Utara
Copper Hydroxide,2014,36,027,191.9,218.3,Halmahera Selatan,Maluku Utara
Copper Hydroxide,2014,36,049,1.8,1.7,Halmahera Tengah,Maluku Utara
Copper Hydroxide,2014,37,001,3.4,3.5,Asmat,Papua
Copper Hydroxide,2014,37,005,13.1,35.3,Pegunungan Bintang,Papua
Copper Hydroxide,2014,37,007,3.0,3.0,Jayapura,Papua
Copper Hydroxide,2014,37,011,3.9,3.9,Sarmi,Papua
Copper Hydroxide,2014,37,015,43.7,56.1,Yahukimo,Papua
Copper Hydroxide,2014,37,017,45.9,62.9,Paniai,Papua
Copper Hydroxide,2014,37,021,87.0,96.9,Mimika,Papua
Copper Hydroxide,2014,37,023,11.8,18.3,Merauke,Papua
Copper Hydroxide,2014,37,025,2.6,2.7,Waropen,Papua
Copper Hydroxide,2014,37,027,9.8,24.1,Keerom,Papua
Copper Hydroxide,2014,37,041,52.8,84.8,Nabire,Papua
Copper Hydroxide,2014,37,045,13.6,13.6,Tolikara,Papua
Copper Hydroxide,2014,37,049,30.8,30.8,Supiori,Papua
Copper Hydroxide,2014,37,061,704.7,755.2,Puncak Jaya,Papua
Copper Hydroxide,2014,37,071,10.5,10.5,Biak Numfor,Papua
Copper Hydroxide,2014,39,003,178.6,184.3,Boven Digoel,Papua Selatan
Copper Hydroxide,2014,39,025,30.3,32.0,Mappi,Papua Selatan
Copper Hydroxide,2014,41,001,32.0,139.4,Jayawijaya,Papua Pegunungan
Copper Hydroxide,2014,41,005,139.5,141.7,Nduga,Papua Pegunungan
Copper Hydroxide,2014,41,011,1.7,1.8,Lanny Jaya,Papua Pegunungan
Copper Hydroxide,2014,41,029,98.8,99.1,Mamberamo Raya,Papua Pegunungan
Copper Octanoate,2014,04,003,,0.0,Solok,Sumatera Barat
Copper Octanoate,2014,04,005,0.0,0.0,Agam,Sumatera Barat
Copper Octanoate,2014,04,009,,0.0,Solok Selatan,Sumatera Barat
Copper Octanoate,2014,04,015,0.0,0.0,Lima Puluh Koto,Sumatera Barat
Copper Octanoate,2014,04,019,,0.0,Padang Pariaman,Sumatera Barat
Copper Octanoate,2014,06,011,55.1,55.1,Tanjung Jabung Barat,Jambi
Copper Octanoate,2014,06,013,0.3,0.3,Kota Jambi,Jambi
Copper Octanoate,2014,06,019,231.8,231.8,Batanghari,Jambi
Copper Octanoate,2014,06,025,1259.9,1259.9,Kota Sungai Penuh,Jambi
Copper Octanoate,2014,09,001,0.5,0.5,Kaur,Bengkulu
Copper Octanoate,2014,09,003,2.8,2.8,Bengkulu Tengah,Bengkulu
Copper Octanoate,2014,09,007,0.9,0.9,Mukomuko,Bengkulu
Copper Octanoate,2014,09,011,0.8,0.8,Kepahiang,Bengkulu
Copper Octanoate,2014,10,003,0.0,0.0,Lampung Timur,Lampung
Copper Octanoate,2014,24,001,0.0,0.0,Ketapang,Kalimantan Barat
Copper Octanoate,2014,24,005,0.0,0.0,Sanggau,Kalimantan Barat
Copper Octanoate,2014,24,013,0.1,0.1,Sambas,Kalimantan Barat
Copper Octanoate,2014,24,015,0.1,0.1,Melawi,Kalimantan Barat
Copper Octanoate,2014,24,023,0.0,0.0,Sintang,Kalimantan Barat
Copper Octanoate,2014,24,029,0.0,0.0,Mempawah,Kalimantan Barat
Copper Octanoate,2014,24,031,0.1,0.1,Singkawang,Kalimantan Barat
Copper Octanoate,2014,25,001,0.1,0.1,Barito Utara,Kalimantan Tengah
Copper Octanoate,2014,25,003,0.5,0.5,Seruyan,Kalimantan Tengah
Copper Octanoate,2014,25,005,0.5,0.5,Barito Selatan,Kalimantan Tengah
Copper Octanoate,2014,25,007,0.0,0.0,Pulang Pisau,Kalimantan Tengah
Copper Octanoate,2014,25,009,0.9,0.9,Lamandau,Kalimantan Tengah
Copper Octanoate,2014,25,011,1.9,1.9,Kapuas,Kalimantan Tengah
Copper Octanoate,2014,25,023,0.9,0.9,Katingan,Kalimantan Tengah
Copper Octanoate,2014,25,027,7.8,7.8,Palangka Raya,Kalimantan Tengah
Copper Octanoate,2014,26,001,0.0,0.0,Hulu Sungai Selatan,Kalimantan Selatan
Copper Octanoate,2014,26,005,,0.5,Hulu Sungai Utara,Kalimantan Selatan
Copper Octanoate,2014,26,009,0.0,0.0,Hulu Sungai Tengah,Kalimantan Selatan
Copper Octanoate,2014,26,015,,0.0,Kotabaru,Kalimantan Selatan
Copper Octanoate,2014,26,017,0.1,0.2,Tapin,Kalimantan Selatan
Copper Octanoate,2014,26,027,,0.2,Banjarbaru,Kalimantan Selatan
Copper Octanoate,2014,26,031,0.0,0.0,Tanah Bumbu,Kalimantan Selatan
Copper Octanoate,2014,26,037,0.0,0.1,Banjarmasin,Kalimantan Selatan
Copper Octanoate,2014,26,069,0.0,0.0,Barito Kuala,Kalimantan Selatan
Copper Octanoate,2014,34,001,0.0,0.0,Mamasa,Sulawesi Barat
Copper Octanoate,2014,34,003,0.0,0.0,Mamuju,Sulawesi Barat
Copper Octanoate,2014,34,005,,0.2,Pasangkayu,Sulawesi Barat
Copper Octanoate,2014,34,009,0.0,0.0,Majene,Sulawesi Barat
Copper Octanoate,2014,34,013,0.0,0.0,Polewali Mandar,Sulawesi Barat
Copper Octanoate,2014,36,001,2.3,2.3,Morotai,Maluku Utara
Copper Octanoate,2014,36,007,,0.3,Tidore,Maluku Utara
Copper Octanoate,2014,36,017,,0.5,Ternate,Maluku Utara
Copper Octanoate,2014,36,021,8.6,8.6,Kepulauan Sula,Maluku Utara
Copper Octanoate,2014,36,027,2.1,2.1,Halmahera Selatan,Maluku Utara
Copper Octanoate,2014,39,003,0.1,0.1,Boven Digoel,Papua Selatan
Copper Octanoate,2014,41,001,0.0,0.0,Jayawijaya,Papua Pegunungan
Copper Oxychloride,2014,06,001,7.8,7.8,Sarolangun,Jambi
